Movie_Title,Genre,Rating,Votes,Popularity_Score,Region,Gross_Proxy
The Dark Knight,Thriller,9.1,3100000.0,28210000.0,Hollywood,28210000.0
Knives Out,Thriller,7.9,865000.0,6833500.0,Hollywood,6833500.0
Inception,Thriller,8.8,2800000.0,24640000.000000004,Hollywood,24640000.000000004
Jurassic World: Rebirth,Thriller,5.8,175000.0,1015000.0,Bollywood,1015000.0
The Shadow's Edge,Thriller,7.1,7300.0,51830.0,Bollywood,51830.0
The Long Walk,Thriller,6.7,95000.0,636500.0,Bollywood,636500.0
Greenland,Thriller,6.4,160000.0,1024000.0,Bollywood,1024000.0
Sirat,Thriller,7.0,16000.0,112000.0,Bollywood,112000.0
Bone Lake,Thriller,5.6,10000.0,56000.0,Bollywood,56000.0
Parasite,Thriller,8.5,1100000.0,9350000.0,Hollywood,9350000.0
Mission: Impossible - The Final Reckoning,Thriller,7.2,213000.0,1533600.0,Others,1533600.0
Casino Royale,Thriller,8.0,737000.0,5896000.0,Hollywood,5896000.0
A House of Dynamite,Thriller,6.4,107000.0,684800.0,Bollywood,684800.0
Caught Stealing,Thriller,6.9,67000.0,462300.0,Bollywood,462300.0
Josephine,Thriller,8.1,63.0,510.29999999999995,Bollywood,510.29999999999995
The Prestige,Thriller,8.5,1600000.0,13600000.0,Hollywood,13600000.0
Killer Whale,Thriller,3.6,2000.0,7200.0,Bollywood,7200.0
Five Nights at Freddy's 2,Thriller,5.2,31000.0,161200.0,Bollywood,161200.0
The Hunger Games,Thriller,7.2,1100000.0,7920000.0,Hollywood,7920000.0
Se7en,Thriller,8.6,2000000.0,17200000.0,Hollywood,17200000.0
The Thursday Murder Club,Thriller,6.5,79000.0,513500.0,Bollywood,513500.0
The Departed,Thriller,8.5,1500000.0,12750000.0,Hollywood,12750000.0
The Lost Bus,Thriller,6.8,45000.0,306000.0,Bollywood,306000.0
Hamnet,Romance,8.1,23000.0,186300.0,Bollywood,186300.0
People We Meet on Vacation,Romance,6.7,28000.0,187600.0,Bollywood,187600.0
Roofman,Romance,7.0,50000.0,350000.0,Bollywood,350000.0
Dracula,Romance,6.2,23000.0,142600.0,Bollywood,142600.0
Blue Moon,Romance,6.9,12000.0,82800.0,Bollywood,82800.0
Pillion,Romance,6.8,6000.0,40800.0,Bollywood,40800.0
Eternity,Romance,7.0,34000.0,238000.0,Bollywood,238000.0
Good Will Hunting,Romance,8.3,1200000.0,9960000.0,Hollywood,9960000.0
Tere Ishk Mein,Romance,6.8,28000.0,190400.0,Bollywood,190400.0
Together,Romance,6.7,64000.0,428800.0,Bollywood,428800.0
Regretting You,Romance,6.0,15000.0,90000.0,Bollywood,90000.0
Anora,Romance,7.4,261000.0,1931400.0,Others,1931400.0
Good Fortune,Romance,6.5,32000.0,208000.0,Bollywood,208000.0
Wicked: For Good,Romance,6.7,56000.0,375200.0,Bollywood,375200.0
Titanic,Romance,8.0,1400000.0,11200000.0,Hollywood,11200000.0
A Big Bold Beautiful Journey,Romance,6.0,17000.0,102000.0,Bollywood,102000.0
Black Bag,Romance,6.7,88000.0,589600.0,Bollywood,589600.0
Forrest Gump,Romance,8.8,2500000.0,22000000.0,Hollywood,22000000.0
Poor Things,Romance,7.8,384000.0,2995200.0,Others,2995200.0
Twice in a Lifetime,Romance,6.4,1700.0,10880.0,Bollywood,10880.0
The Gorge,Romance,6.7,161000.0,1078700.0,Bollywood,1078700.0
The Ballad of Wallis Island,Romance,7.4,19000.0,140600.0,Bollywood,140600.0
Materialists,Romance,6.3,85000.0,535500.0,Bollywood,535500.0
Wicked,Romance,7.3,223000.0,1627900.0,Others,1627900.0
The Handmaiden,Romance,8.1,199000.0,1611900.0,Bollywood,1611900.0
Licorice Pizza,Romance,7.1,158000.0,1121800.0,Bollywood,1121800.0
The Worst Person in the World,Romance,7.7,122000.0,939400.0,Bollywood,939400.0
Eternal Sunshine of the Spotless Mind,Romance,8.3,1200000.0,9960000.0,Hollywood,9960000.0
The Princess Bride,Romance,8.0,481000.0,3848000.0,Others,3848000.0
365 Days,Romance,3.3,107000.0,353100.0,Bollywood,353100.0
Anyone But You,Romance,6.1,166000.0,1012599.9999999999,Bollywood,1012599.9999999999
Me Before You,Romance,7.4,328000.0,2427200.0,Others,2427200.0
Love,Romance,6.1,73000.0,445300.0,Bollywood,445300.0
The Voyeurs,Romance,6.1,47000.0,286700.0,Bollywood,286700.0
Chainsaw Man - The Movie: Reze Arc,Romance,8.4,43000.0,361200.0,Bollywood,361200.0
Twilight,Romance,5.4,521000.0,2813400.0,Hollywood,2813400.0
It Ends with Us,Romance,6.3,97000.0,611100.0,Bollywood,611100.0
About Time,Romance,7.8,428000.0,3338400.0,Others,3338400.0
The Notebook,Romance,7.8,678000.0,5288400.0,Hollywood,5288400.0
Life Is Beautiful,Romance,8.6,804000.0,6914400.0,Hollywood,6914400.0
The Sound of Music,Romance,8.1,288000.0,2332800.0,Others,2332800.0
La La Land,Romance,8.0,749000.0,5992000.0,Hollywood,5992000.0
Pitch Perfect,Romance,7.1,348000.0,2470800.0,Others,2470800.0
The History of Sound,Romance,6.8,4800.0,32640.0,Bollywood,32640.0
Wicker,Romance,8.5,48.0,408.0,Bollywood,408.0
Pride & Prejudice,Romance,7.8,371000.0,2893800.0,Others,2893800.0
Call Me by Your Name,Romance,7.8,354000.0,2761200.0,Others,2761200.0
10 Things I Hate About You,Romance,7.4,441000.0,3263400.0,Others,3263400.0
The Rip,Crime,6.8,75000.0,510000.0,Bollywood,510000.0
One Battle After Another,Crime,7.8,299000.0,2332200.0,Others,2332200.0
Mercy,Crime,6.2,5900.0,36580.0,Bollywood,36580.0
Bugonia,Crime,7.4,121000.0,895400.0,Bollywood,895400.0
The Secret Agent,Crime,7.6,17000.0,129200.0,Bollywood,129200.0
Wake Up Dead Man,Crime,7.4,193000.0,1428200.0,Bollywood,1428200.0
No Other Choice,Crime,7.6,34000.0,258400.0,Bollywood,258400.0
Zootopia 2,Crime,7.5,66000.0,495000.0,Bollywood,495000.0
Heel,Crime,6.6,231.0,1524.6,Bollywood,1524.6
Dhurandhar,Crime,8.5,103000.0,875500.0,Bollywood,875500.0
Roofman,Crime,7.0,50000.0,350000.0,Bollywood,350000.0
It Was Just an Accident,Crime,7.5,19000.0,142500.0,Bollywood,142500.0
Now You See Me: Now You Don't,Crime,5.9,49000.0,289100.0,Bollywood,289100.0
The Dark Knight,Crime,9.1,3100000.0,28210000.0,Hollywood,28210000.0
Knives Out,Crime,7.9,865000.0,6833500.0,Hollywood,6833500.0
Kidnapped: Elizabeth Smart,Crime,6.7,2600.0,17420.0,Bollywood,17420.0
The Shadow's Edge,Crime,7.1,7300.0,51830.0,Bollywood,51830.0
The Naked Gun,Crime,6.3,110000.0,693000.0,Bollywood,693000.0
The Godfather,Crime,9.2,2200000.0,20240000.0,Hollywood,20240000.0
Pulp Fiction,Crime,8.8,2400000.0,21120000.0,Hollywood,21120000.0
Caught Stealing,Crime,6.9,67000.0,462300.0,Bollywood,462300.0
Josephine,Crime,8.1,63.0,510.29999999999995,Bollywood,510.29999999999995
The Wolf of Wall Street,Crime,8.2,1800000.0,14759999.999999998,Hollywood,14759999.999999998
Se7en,Crime,8.6,2000000.0,17200000.0,Hollywood,17200000.0
The Thursday Murder Club,Crime,6.5,79000.0,513500.0,Bollywood,513500.0
The Departed,Crime,8.5,1500000.0,12750000.0,Hollywood,12750000.0
Zootopia,Crime,8.0,619000.0,4952000.0,Hollywood,4952000.0
Fight Club,Crime,8.8,2600000.0,22880000.0,Hollywood,22880000.0
Prisoners,Crime,8.2,917000.0,7519399.999999999,Hollywood,7519399.999999999
Glass Onion,Crime,7.1,514000.0,3649400.0,Hollywood,3649400.0
Heat,Crime,8.3,791000.0,6565300.000000001,Hollywood,6565300.000000001
Cheekati Lo,Crime,6.0,6600.0,39600.0,Bollywood,39600.0
Dead Man's Wire,Crime,7.0,1900.0,13300.0,Bollywood,13300.0
Thunderbolts*,Crime,7.1,261000.0,1853100.0,Others,1853100.0
The Silence of the Lambs,Crime,8.6,1700000.0,14620000.0,Hollywood,14620000.0
The Wrecking Crew,Crime,6.6,2300.0,15180.0,Bollywood,15180.0
The Phoenician Scheme,Crime,6.6,62000.0,409200.0,Bollywood,409200.0
The Usual Suspects,Crime,8.5,1200000.0,10200000.0,Hollywood,10200000.0
12 Angry Men,Crime,9.0,971000.0,8739000.0,Hollywood,8739000.0
The Green Mile,Crime,8.6,1500000.0,12900000.0,Hollywood,12900000.0
The Dark Knight Rises,Crime,8.4,2000000.0,16800000.0,Hollywood,16800000.0
No Country for Old Men,Crime,8.2,1200000.0,9840000.0,Hollywood,9840000.0
John Wick,Crime,7.5,816000.0,6120000.0,Hollywood,6120000.0
